Orbit Semi-Major Axis,Planet Radius,Planet Mass,Equilibrium Temperature,Stellar Effective Temperature,Stellar Radius,Stellar Mass,Stellar Luminosity,Distance
0.0486,1.35,,1265,6225,1.03,1.09,,1380.16
0.0419,0.79,,1019,5115,0.85,0.8,,325.737
0.0419,0.79,,1019,5115,0.85,0.8,,325.737
,0.698,,,5092,0.74,,,325.737
,,,,5001.44,0.77,0.83,-0.48,325.737
,0.68,,,5101,0.79,0.83,,325.737
,,,,5001.44,0.77,0.83,-0.48,325.737
0.0419,0.79,,1019,5115,0.85,0.8,,325.737
0.0419,0.8,,1019,5115,0.85,0.8,,325.737
,,,,5216.81,0.89,0.89,-0.276,614.827
,,,,5216.81,0.89,0.89,-0.276,614.827
0.0187,0.7,,1581,5406,0.82,0.93,,614.827
0.018,0.79,,1609,5196,0.89,0.83,,614.827
0.0187,0.7,,1581,5406,0.82,0.93,,614.827
,0.72,,,5316,0.82,0.86,,614.827
,0.788,,,5224,0.89,,,614.827
0.0187,0.7,,1581,5406,0.82,0.93,,614.827
,,,,5039.78,0.79,0.84,-0.44,443.483
0.053,2.51,,853,5075,0.77,0.8,,443.483
0.0536,2.46,,867,5097,0.8,0.83,,443.483
,2.59,,,5106,0.8,0.84,,443.483
0.053,2.51,,853,5075,0.77,0.8,,443.483
,,,,5039.78,0.79,0.84,-0.44,443.483
0.053,2.51,,853,5075,0.77,0.8,,443.483
,2.491,,,5078,0.81,,,443.483
0.054,2.3,,,5094,0.81,,,443.483
,,,,5039.78,0.79,0.84,-0.44,443.483
0.052,2.3,,835,5031,0.74,0.74,,443.483
0.115,2.51,,579,5075,0.77,0.8,,443.483
,2.38,,,5078,0.81,,,443.483
0.117,2.55,,,5094,0.81,,,443.483
0.1164,2.35,,588,5097,0.8,0.83,,443.483
,,,,5039.78,0.79,0.84,-0.44,443.483
0.115,2.51,,579,5075,0.77,0.8,,443.483
0.115,2.51,,579,5075,0.77,0.8,,443.483
,,,,5039.78,0.79,0.84,-0.44,443.483
0.112,2.2,,569,5031,0.74,0.74,,443.483
,2.6,,,5106,0.8,0.84,,443.483
,,,,5039.78,0.79,0.84,-0.44,443.483
,0.88,,,5767,0.97,,,502.497
0.0397,0.91,,1270,5755,0.99,0.91,,502.497
0.0397,0.91,,1270,5755,0.99,0.91,,502.497
0.0397,0.91,,1270,5755,0.99,0.91,,502.497
,,,,5658.26,1,1,-0.034,502.497
0.0397,0.9,,1269,5755,0.99,0.91,,502.497
,0.89,,,5815,1.02,1.02,,502.497
,,,,5658.26,1,1,-0.034,502.497
,0.944,,,5725,0.96,,,839.076
0.0194,0.89,,1683,5717,0.86,0.96,,839.076
0.0194,0.85,,1682,5718,0.86,0.96,,839.076
,,,,5692,1,1.01,-0.02,839.076
0.0194,0.89,,1683,5717,0.86,0.96,,839.076
,,,,5692,1,1.01,-0.02,839.076
0.0194,0.89,,1683,5717,0.86,0.96,,839.076
,1.09,,,5957,1.11,1.07,,839.076
0.3337,4.72,,570,6362,1.38,1.2,,2060.72
,,,,5771.76,1.76,1.03,0.491,2060.72
,,,,5771.76,1.76,1.03,0.491,2060.72
0.3308,5.38,,554,6341,1.3,1.17,,2060.72
,6.407,,,6345,1.55,,,2060.72
,,,,5771.76,1.76,1.03,0.491,2060.72
0.3337,4.72,,570,6362,1.38,1.2,,2060.72
,3.55,,,5760,1.05,1.02,,2060.72
0.3337,4.72,,570,6362,1.38,1.2,,2060.72
,0.75,,,5765,0.99,1,,616.697
0.0442,0.72,,1134,5757,0.88,0.97,,616.697
0.0442,0.72,,1134,5757,0.88,0.97,,616.697
,,,,5599.01,,,,616.697
,,,,5599.01,,,,616.697
0.0442,0.72,,1134,5757,0.88,0.97,,616.697
0.0442,0.75,,1134,5757,0.88,0.97,,616.697
,,,,5435,0.97,0.95,-0.135,908.805
,1.562,,,5504,0.94,,,908.805
0.1326,1.39,,623,5576,0.85,0.95,,908.805
,1.47,,,5528,0.9,0.93,,908.805
0.1326,1.39,,623,5576,0.85,0.95,,908.805
,,,,5435,0.97,0.95,-0.135,908.805
,,,,5435,0.97,0.95,-0.135,908.805
0.1326,1.39,,623,5576,0.85,0.95,,908.805
0.1327,1.51,,635,5505,0.91,0.95,,908.805
0.024,1.18,,1240,5112,0.73,0.78,,629.93
0.024,1.18,,1240,5112,0.73,0.78,,629.93
,,,,4872,0.73,0.79,-0.564,629.93
,,,,4872,0.73,0.79,-0.564,629.93
0.024,1.18,,1240,5112,0.73,0.78,,629.93
0.0241,1.29,,1234,5107,0.72,0.79,,629.93
,1.19,,,4940,0.73,0.76,,629.93
,1.238,,,5113,0.69,,,629.93
0.0118,0.68,,1727,5166,0.68,0.75,,466.586
0.0121,0.82,,1871,5102,0.84,0.81,,466.586
,0.73,,,5109,0.75,,,466.586
0.0118,0.68,,1727,5166,0.68,0.75,,466.586
,0.79,,,5254,0.81,0.84,,466.586
0.0118,0.68,,1727,5166,0.68,0.75,,466.586
,,,,5068,0.78,0.85,-0.437,466.586
,,,,5068,0.78,0.85,-0.437,466.586
0.552,2.67,,330,5858,0.9,0.94,,1206.11
0.552,2.67,,330,5858,0.9,0.94,,1206.11
,2.483,,,5859,0.89,,,1206.11
,2.73,,,5655,0.93,0.95,,1206.11
,,,,5562,0.94,0.98,-0.122,1206.11
,,,,5562,0.94,0.98,-0.122,1206.11
0.552,2.67,,330,5858,0.9,0.94,,1206.11
,,,,5562,0.94,0.98,-0.122,1206.11
0.552,2.53,,330,5858,0.9,0.94,,1206.11
,,,,5954,1.26,1.09,0.258,916.313
,1.294,,,5848,1.25,,,916.313
,,,,5954,1.26,1.09,0.258,916.313
0.1499,1.38,,730,5821,1.21,1.02,,916.313
0.1499,1.38,,730,5821,1.21,1.02,,916.313
,,,,5954,1.26,1.09,0.258,916.313
0.1499,1.26,,729,5821,1.21,1.02,,916.313
,1.3,,,5956,1.19,1.09,,916.313
0.1499,1.38,,730,5821,1.21,1.02,,916.313
0.064,1.25,,1124,6185,1.09,1.04,,945.454
0.0654,1.69,,1222,6174,1.32,1.11,,945.454
,,,,6087.94,1.32,1.14,0.335,945.454
,1.634,,,6174,1.27,,,945.454
,1.68,,,6319,1.4,1.25,,945.454
0.064,1.25,,1124,6185,1.09,1.04,,945.454
0.064,1.25,,1124,6185,1.09,1.04,,945.454
0.028,1.16,,1512,5969,0.92,1.03,,773.713
0.0285,1.27,,1512,5988,0.93,1.02,,773.713
0.0285,1.27,,1512,5988,0.93,1.02,,773.713
,,,,5727.26,1.13,1.02,0.091,773.713
0.0285,1.27,,1512,5988,0.93,1.02,,773.713
,1.35,,,5866,1.03,1.02,,773.713
0.0275,1.37,,1546,5767,1.01,0.92,,773.713
0.028,1.32,,,5774,1.04,,,773.713
,1.462,,,5791,1.08,,,773.713
,,,,5727.26,1.13,1.02,0.091,773.713
,,,,5727.26,1.13,1.02,0.091,773.713
0.1121,2.33,,762,5988,0.93,1.02,,773.713
,2.59,,,5866,1.03,1.02,,773.713
0.1121,2.33,,762,5988,0.93,1.02,,773.713
,,,,5727.26,1.13,1.02,0.091,773.713
,2.32,,,5791,1.08,,,773.713
0.112,1.94,,756,5969,0.92,1.03,,773.713
,,,,5727.26,1.13,1.02,0.091,773.713
0.1121,2.33,,762,5988,0.93,1.02,,773.713
0.11,2.24,,,5774,1.04,,,773.713
0.1081,2.17,,779,5767,1.01,0.92,,773.713
0.0724,1.32,,949,5988,0.93,1.02,,773.713
,,,,5727.26,1.13,1.02,0.091,773.713
0.0724,1.32,,949,5988,0.93,1.02,,773.713
,,,,5727.26,1.13,1.02,0.091,773.713
,1.674,,,5791,1.08,,,773.713
,1.46,,,5866,1.03,1.02,,773.713
0.072,1.52,,943,5969,0.92,1.03,,773.713
0.0724,1.32,,949,5988,0.93,1.02,,773.713
0.0698,1.56,,969,5767,1.01,0.92,,773.713
0.1784,2.54,,836,5456,2.15,1.07,,918.995
,,,,5586,1.72,0.99,0.414,918.995
0.1784,2.57,,836,5456,2.15,1.07,,918.995
0.1784,2.57,,836,5456,2.15,1.07,,918.995
,1.07,,,5550,0.89,0.92,,918.995
0.1784,2.57,,836,5456,2.15,1.07,,918.995
,,,,5586,1.72,0.99,0.414,918.995
,,,,5586,1.72,0.99,0.414,918.995
,2.134,,,5367,1.81,,,918.995
0.0432,1.61,,1476,5718,1.48,0.94,,675.303
,,,,5595.94,1.33,0.99,0.194,675.303
0.0432,1.63,,1476,5718,1.48,0.94,,675.303
0.0432,1.61,,1476,5718,1.48,0.94,,675.303
,1.52,,,6297,1.39,1.23,,675.303
0.0432,1.61,,1476,5718,1.48,0.94,,675.303
,1.372,,,5638,1.25,,,675.303
,,,,5595.94,1.33,0.99,0.194,675.303
0.0614,1.33,,1293,6157,1.39,1.02,,946.602
0.0614,1.33,,1293,6157,1.39,1.02,,946.602
0.0614,1.33,,1293,6157,1.39,1.02,,946.602
,0.94,,,5618,0.95,0.97,,946.602
,,,,5917.22,1.46,1.08,0.373,946.602
,1.363,,,5819,1.46,,,946.602
,,,,5917.22,1.46,1.08,0.373,946.602
0.0614,1.3,,1293,6157,1.39,1.02,,946.602
,,,,5737,1.23,1.02,0.169,1455.36
,1.2,,,5808,1,1.01,,1455.36
,,,,5737,1.23,1.02,0.169,1455.36
0.0364,1.15,,1378,6088,0.96,0.93,,1455.36
0.0364,1.15,,1378,6088,0.96,0.93,,1455.36
0.0364,1.15,,1378,6088,0.96,0.93,,1455.36
0.0364,1.06,,1379,6088,0.96,0.93,,1455.36
,1.33,,,6087,1.2,,,1455.36
0.0743,1.27,,1003,6108,1.03,1.13,,1384.16
0.0743,1.34,,1003,6108,1.03,1.13,,1384.16
,,,,5710,1.22,1.02,0.156,1384.16
0.0743,1.27,,1003,6108,1.03,1.13,,1384.16
,,,,5710,1.22,1.02,0.156,1384.16
,1.465,,,6117,1.13,,,1384.16
,1.29,,,5892,1.08,1.06,,1384.16
0.0743,1.27,,1003,6108,1.03,1.13,,1384.16
,,,,5701,0.98,1.02,-0.037,1246.92
0.0366,1.33,,1312,5970,0.91,1,,1246.92
,,,,5701,0.98,1.02,-0.037,1246.92
0.0366,1.33,,1312,5970,0.91,1,,1246.92
0.0366,1.33,,1312,5970,0.91,1,,1246.92
0.0366,1.25,,1312,5970,0.91,1,,1246.92
,1.328,,,5988,0.97,,,1246.92
,1.31,,,5667,0.92,0.95,,1246.92
,1.04,,,5876,1.06,1.05,,460.91
0.0726,1.19,,1059,5839,1.23,1.04,,460.91
0.0727,1.15,,1062,5841,1.24,1.05,,460.91
,,,,5674.51,0.96,1.01,-0.063,460.91
0.0727,1.15,,1062,5841,1.24,1.05,,460.91
,,,,5674.51,0.96,1.01,-0.063,460.91
,0.895,,,5723,0.93,,,460.91
0.0727,1.15,,1062,5841,1.24,1.05,,460.91
,1.13,,,4862,0.74,0.78,,510.029
0.0657,2.52,,1125,4934,1.76,0.95,,510.029
0.0657,2.65,,1125,4934,1.76,0.95,,510.029
,,,,4698,0.75,0.75,-0.607,510.029
0.0657,2.65,,1125,4934,1.76,0.95,,510.029
0.0657,2.65,,1125,4934,1.76,0.95,,510.029
,,,,4698,0.75,0.75,-0.607,510.029
,0.982,,,4932,0.69,,,510.029
0.0252,1.24,,1699,6046,1.02,1.01,,1064.05
,1.04,,,5545,0.86,0.9,,1064.05
,1.045,,,6050,0.89,,,1064.05
0.0252,1.24,,1699,6046,1.02,1.01,,1064.05
,,,,5569,0.89,0.98,-0.165,1064.05
0.0252,1.24,,1699,6046,1.02,1.01,,1064.05
,,,,5569,0.89,0.98,-0.165,1064.05
0.0252,1.21,,1700,6046,1.02,1.01,,1064.05
0.014,0.59,,1139,4296,0.51,0.5,,
,,,,,,,,
,,,,,,,,
,0.84,,,4584,0.7,0.75,,
0.014,0.59,,1136,4294,0.5,0.5,,
0.014,0.59,,1136,4294,0.5,0.5,,
0.014,0.59,,1136,4294,0.5,0.5,,
,2.182,,,4618,0.64,,,315.177
0.1112,2.27,,500,4621,0.67,0.66,,315.177
0.1112,2.53,,500,4621,0.67,0.66,,315.177
,,,,4628,0.65,0.73,-0.757,315.177
,,,,4628,0.65,0.73,-0.757,315.177
0.111,2.12,,,4623,0.62,,,315.177
,,,,4628,0.65,0.73,-0.757,315.177
0.1112,2.53,,500,4621,0.67,0.66,,315.177
0.1112,2.53,,500,4621,0.67,0.66,,315.177
0.111,1.86,,486,4631,0.63,0.66,,315.177
,2.71,,,4720,0.71,0.75,,315.177
0.1589,1.9,,418,4621,0.67,0.66,,315.177
0.159,1.82,,406,4631,0.63,0.66,,315.177
0.1589,1.97,,418,4621,0.67,0.66,,315.177
,,,,4628,0.65,0.73,-0.757,315.177
,,,,4628,0.65,0.73,-0.757,315.177
,1.895,,,4618,0.64,,,315.177
,,,,4628,0.65,0.73,-0.757,315.177
0.1589,1.9,,418,4621,0.67,0.66,,315.177
,2.02,,,4720,0.71,0.75,,315.177
0.1589,1.9,,418,4621,0.67,0.66,,315.177
0.158,1.9,,,4623,0.62,,,315.177
,,,,6130,2.58,1.16,0.926,1002.02
0.2875,1.19,,550,6102,1.2,0.98,,1002.02
,2.11,,,6228,2.15,1.47,,1002.02
0.2875,1.19,,550,6102,1.2,0.98,,1002.02
0.323,2.44,,733,6237,2.29,1.4,,1002.02
,,,,6130,2.58,1.16,0.926,1002.02
,,,,6130,2.58,1.16,0.926,1002.02
0.2875,1.19,,550,6102,1.2,0.98,,1002.02
,2.629,,,6300,2.48,,,1002.02
,0.824,,,5932,1.39,,,493.175
,,,,5995.2,1.45,1.1,0.391,493.175
,,,,5995.2,1.45,1.1,0.391,493.175
,0.8,,,6022,1.23,1.12,,493.175
0.0682,0.75,,1117,5989,1.22,1.07,,493.175
0.0682,0.75,,1117,5989,1.22,1.07,,493.175
0.0682,0.75,,1117,5989,1.22,1.07,,493.175
0.0674,0.73,,1108,5888,1.23,1.04,,493.175
0.0285,0.77,,321,3089,0.16,0.13,,78.8906
0.0285,0.77,,321,3089,0.16,0.13,,78.8906
,,,,3148,0.21,0.18,-2.389,78.8906
,1.49,,,3208,0.3,0.28,,78.8906
0.0316,0.79,,354,3187,0.2,0.18,,78.8906
,,,,3148,0.21,0.18,-2.389,78.8906
0.0285,0.77,,321,3089,0.16,0.13,,78.8906
,0.855,,,3187,0.22,,,78.8906
,0.6,,,5645,0.91,0.94,,403.933
,0.699,,,5471,1.06,,,403.933
0.0866,0.58,,825,5806,0.9,1,,403.933
,,,,5529.03,1.07,0.97,-0.018,403.933
0.0866,0.58,,825,5806,0.9,1,,403.933
,,,,5529.03,1.07,0.97,-0.018,403.933
0.0866,0.58,,825,5806,0.9,1,,403.933
0.085,0.59,,788,5525,0.89,0.94,,403.933
0.1187,1.6,,889,6418,1.17,1.24,,1416.31
0.1187,1.6,,889,6418,1.17,1.24,,1416.31
,,,,6030,1.23,1.12,0.252,1416.31
,1.588,,,6417,1.21,,,1416.31
,1.61,,,6069,1.13,1.1,,1416.31
0.1187,1.6,,889,6418,1.17,1.24,,1416.31
,,,,6030,1.23,1.12,0.252,1416.31
0.1168,1.51,,886,6401,1.15,1.18,,1416.31
,1.79,,,5538,0.91,0.94,,944.465
0.0445,1.72,,1064,5448,0.87,0.91,,944.465
0.0445,1.72,,1064,5448,0.87,0.91,,944.465
,,,,5183,0.75,0.88,-0.434,944.465
,,,,5183,0.75,0.88,-0.434,944.465
0.0445,1.72,,1064,5448,0.87,0.91,,944.465
0.0445,1.64,,1064,5448,0.87,0.91,,944.465
,1.27,,,5448,0.68,,,944.465
0.13,1.95,,1109,6245,2.11,1.2,,552.55
0.13,1.95,,1109,6245,2.11,1.2,,552.55
0.1266,1.57,,1013,6254,1.71,1.11,,552.55
,,,,6190.32,1.07,1.19,0.183,552.55
,1.52,,,6681,1.75,1.45,,552.55
,1.061,,,6130,1.16,,,552.55
,,,,6190.32,1.07,1.19,0.183,552.55
0.13,1.95,,1109,6245,2.11,1.2,,552.55
,,,,5936,1.38,1.08,0.326,1026.48
,1.33,,,5933,1.22,1.08,,1026.48
0.0878,1.32,,981,5855,1.27,1.02,,1026.48
,1.263,,,5774,1.4,,,1026.48
0.0878,1.14,,981,5855,1.27,1.02,,1026.48
0.0878,1.32,,981,5855,1.27,1.02,,1026.48
0.0878,1.32,,981,5855,1.27,1.02,,1026.48
,,,,5936,1.38,1.08,0.326,1026.48
0.0726,0.78,,925,5678,0.99,0.83,,924.141
0.0726,0.81,,925,5678,0.99,0.83,,924.141
,0.76,,,5817,0.99,0.96,,924.141
,,,,5697.81,1.48,1.01,0.32,924.141
0.0726,0.78,,925,5678,0.99,0.83,,924.141
,1.177,,,5659,1.44,,,924.141
0.0726,0.78,,925,5678,0.99,0.83,,924.141
,,,,5697.81,1.48,1.01,0.32,924.141
0.0203,0.92,,1919,6108,1.03,1.13,,1513.14
,,,,5934,1.38,1.08,0.329,1513.14
,1.09,,,6166,1.25,1.18,,1513.14
0.0203,0.92,,1919,6108,1.03,1.13,,1513.14
0.0203,0.92,,1919,6108,1.03,1.13,,1513.14
,1.27,,,6115,1.32,,,1513.14
0.0205,1.19,,2102,6117,1.24,1.17,,1513.14
,2.22,,,4653,0.66,,,373.744
0.0738,1.87,,447,3894,0.5,0.52,,373.744
,2.6,,,4644,0.7,0.76,,373.744
,,,,4477,0.7,0.7,-0.754,373.744
0.07369,1.64,,448,3894,0.5,0.52,,373.744
0.0738,1.87,,447,3894,0.5,0.52,,373.744
0.0739,1.68,,447,3893,0.5,0.52,,373.744
,,,,4477,0.7,0.7,-0.754,373.744
0.079,2.21,,544,4486,0.6,0.63,,373.744
0.0738,1.87,,447,3894,0.5,0.52,,373.744
,,,,4477,0.7,0.7,-0.754,373.744
0.082,2.38,,,4625,0.66,,,373.744
0.195,2.64,,275,3894,0.5,0.52,,373.744
,,,,4477,0.7,0.7,-0.754,373.744
0.19491,2.68,,275,3894,0.5,0.52,,373.744
0.208,2.89,,335,4486,0.6,0.63,,373.744
,2.695,,,4653,0.66,,,373.744
0.218,3.41,,,4625,0.66,,,373.744
0.1953,2.05,,275,3893,0.5,0.52,,373.744
0.195,2.64,,275,3894,0.5,0.52,,373.744
,,,,4477,0.7,0.7,-0.754,373.744
,3.67,,,4644,0.7,0.76,,373.744
0.195,2.64,,275,3894,0.5,0.52,,373.744
,1.14,,,6053,1.16,1.11,,771.152
0.0772,1.09,,1019,6202,1.07,1.05,,771.152
0.0772,1.09,,1019,6202,1.07,1.05,,771.152
0.0772,1,,1020,6202,1.07,1.05,,771.152
0.0772,1.09,,1019,6202,1.07,1.05,,771.152
,0.964,,,5707,1.04,,,771.152
,,,,6010,0.99,1.11,0.063,771.152
,,,,6010,0.99,1.11,0.063,771.152
0.0794,0.93,,892,5984,0.91,0.99,,1419.58
,,,,6020,1.51,1.11,0.434,1419.58
0.0794,0.95,,892,5984,0.91,0.99,,1419.58
,1.27,,,6082,1.16,1.1,,1419.58
,1.597,,,5986,1.55,,,1419.58
0.0794,0.95,,892,5984,0.91,0.99,,1419.58
0.0794,0.95,,892,5984,0.91,0.99,,1419.58
,,,,6097,1.61,1.15,0.507,1639.47
,,,,6097,1.61,1.15,0.507,1639.47
0.04,1.02,,1209,6020,0.83,0.91,,1639.47
0.04,0.99,,1202,6021,0.82,0.92,,1639.47
0.04,1.02,,1209,6020,0.83,0.91,,1639.47
0.04,1.02,,1209,6020,0.83,0.91,,1639.47
,1.937,,,6031,1.61,,,1639.47
,1.54,,,6213,1.28,1.18,,1639.47
0.4839,1.91,,187,4366,0.46,0.49,,638.249
0.4839,1.91,,187,4366,0.46,0.49,,638.249
0.4836,1.74,,186,4367,0.45,0.5,,638.249
0.4839,1.91,,187,4366,0.46,0.49,,638.249
,,,,4563,0.72,0.72,-0.696,638.249
,,,,4563,0.72,0.72,-0.696,638.249
,2.583,,,4758,0.67,,,638.249
0.546,2.91,,260,4745,0.7,0.72,-0.652,638.249
,,,,4563,0.72,0.72,-0.696,638.249
,3.17,,,4995,0.77,0.81,,638.249
0.0396,1.05,,1360,6011,1.04,1.12,,976.868
0.0391,1.04,,1388,6191,1.01,1.07,,976.868
0.0391,1.04,,1388,6191,1.01,1.07,,976.868
,1.06,,,5946,1.08,1.06,,976.868
,,,,5857,0.97,1.06,0,976.868
,0.959,,,6010,0.95,,,976.868
0.0391,1.04,,1388,6191,1.01,1.07,,976.868
,,,,5857,0.97,1.06,0,976.868
0.051,1.22,,980,5408,0.86,0.85,,845.022
0.051,1.28,,980,5408,0.86,0.85,,845.022
,,,,5148,0.83,0.87,-0.363,845.022
0.051,1.28,,980,5408,0.86,0.85,,845.022
,1.23,,,5203,0.8,0.84,,845.022
0.051,1.28,,980,5408,0.86,0.85,,845.022
,,,,5148,0.83,0.87,-0.363,845.022
,1.127,,,5405,0.79,,,845.022
,,,,5679,1.7,1.01,0.431,2146.23
0.322,2.02,,471,6139,0.98,1.01,,2146.23
0.322,2.02,,471,6139,0.98,1.01,,2146.23
0.322,2.02,,471,6139,0.98,1.01,,2146.23
,3.378,,,6143,1.66,,,2146.23
0.3237,1.99,,471,6143,0.98,1.03,,2146.23
,1.9,,,5706,0.92,0.95,,2146.23
,,,,5679,1.7,1.01,0.431,2146.23
,,,,5679,1.7,1.01,0.431,2146.23
,,,,6374,1.35,1.27,0.434,1221.05
,1.06,,,6377,1.39,1.25,,1221.05
0.0427,0.91,,1499,6484,1.17,1.2,,1221.05
0.0427,0.91,,1499,6484,1.17,1.2,,1221.05
,1.065,,,6205,1.4,,,1221.05
0.0427,0.89,,1497,6481,1.17,1.19,,1221.05
,,,,6374,1.35,1.27,0.434,1221.05
0.0427,0.91,,1499,6484,1.17,1.2,,1221.05
,,,,5781.61,0.95,1.04,-0.039,619.862
0.0527,0.96,,1237,6164,1.09,1.03,,619.862
0.0527,0.94,,1236,6164,1.09,1.03,,619.862
0.0527,0.96,,1237,6164,1.09,1.03,,619.862
,0.799,,,5763,0.93,,,619.862
0.0527,0.96,,1237,6164,1.09,1.03,,619.862
,0.95,,,5940,1.09,1.07,,619.862
,,,,5781.61,0.95,1.04,-0.039,619.862
0.4823,2.15,,407,5998,1.14,1,,1328.2
,,,,5737,1.34,1.02,0.241,1328.2
,2.414,,,6000,1.28,,,1328.2
0.4826,1.83,,408,6003,1.14,1,,1328.2
,,,,5737,1.34,1.02,0.241,1328.2
,,,,5737,1.34,1.02,0.241,1328.2
,1.62,,,5767,0.99,0.99,,1328.2
0.4826,1.83,,408,6003,1.14,1,,1328.2
0.4826,1.83,,408,6003,1.14,1,,1328.2
0.7048,8.449,105.833,,4450,0.65,0.69,,75.0852
0.052,1.66,,1091,5889,0.92,0.99,,937.013
,,,,5609,1.08,0.99,0.019,937.013
,1.848,,,5616,1.07,,,937.013
,,,,5609,1.08,0.99,0.019,937.013
,,,,5609,1.08,0.99,0.019,937.013
0.0498,1.78,,1078,5857,0.87,0.89,,937.013
0.05511,1.715,,,5471,1.12,,0.004,937.013
,1.99,,,5711,0.95,0.97,,937.013
0.0498,1.78,,1078,5857,0.87,0.89,,937.013
0.0506,1.89,,1134,5541,1.09,0.93,,937.013
0.0498,1.78,,1078,5857,0.87,0.89,,937.013
0.05,1.54,,,5857,0.88,,,937.013
0.1077,3.11,,733,5857,0.87,0.89,,937.013
,,,,5609,1.08,0.99,0.019,937.013
0.1077,3.11,,733,5857,0.87,0.89,,937.013
0.1192,3.76,,,5471,1.12,,0.004,937.013
0.112,3.6,,743,5889,0.92,0.99,,937.013
0.1077,3.11,,733,5857,0.87,0.89,,937.013
0.1094,3.85,,771,5541,1.09,0.93,,937.013
0.109,3.61,,,5857,0.88,,,937.013
,3.768,,,5616,1.07,,,937.013
,,,,5609,1.08,0.99,0.019,937.013
,3.41,,,5711,0.95,0.97,,937.013
0.17,,100,,5471,1.12,,0.004,937.013
,,,,5102,0.87,0.86,-0.339,1030.81
0.9712,2.96,,209,5119,0.83,0.82,,1030.81
,3.004,,,5090,0.85,,,1030.81
1.0144,3.15,,211,5303,0.83,0.93,,1030.81
,3.13,,,5214,0.82,0.86,,1030.81
1.0144,3.15,,211,5303,0.83,0.93,,1030.81
0.0336,0.84,,1507,5991,1.09,1.03,,644.456
,0.828,,,5752,1.07,,,644.456
0.0336,0.88,,1507,5991,1.09,1.03,,644.456
,,,,5920,1.05,1.08,0.085,644.456
0.0336,0.88,,1507,5991,1.09,1.03,,644.456
,,,,5920,1.05,1.08,0.085,644.456
,0.82,,,5869,1.07,1.04,,644.456
0.0336,0.88,,1507,5991,1.09,1.03,,644.456
,1.34,,,6296,1.36,1.22,,629.804
0.1008,0.97,,883,6258,1.03,1.09,,629.804
,,,,6161.41,1.11,1.17,0.201,629.804
0.1074,1.81,,1159,6292,1.87,1.32,,629.804
,,,,6161.41,1.11,1.17,0.201,629.804
0.1008,0.97,,883,6258,1.03,1.09,,629.804
,1.06,,,6044,1.09,,,629.804
0.1008,0.97,,883,6258,1.03,1.09,,629.804
,1.29,,,6241,1.31,1.21,,2712.58
0.0347,1.05,,1563,6276,1.11,1.08,,2712.58
,,,,5974,2.1,1.1,0.706,2712.58
,1.884,,,6284,2.07,,,2712.58
,,,,5974,2.1,1.1,0.706,2712.58
0.0347,1.05,,1563,6276,1.11,1.08,,2712.58
0.0347,1.05,,1563,6276,1.11,1.08,,2712.58
0.0351,0.97,,1522,6274,1.06,1.11,,2712.58
0.0089,1.72,,2023,5016,0.75,0.82,,541.189
,,,,4832,0.78,0.78,-0.527,541.189
0.0142,1.39,,1612,5017,0.75,0.81,,541.189
,1.71,,,4884,0.74,,,541.189
,1.41,,,4976,0.76,0.81,,541.189
0.0142,1.39,,1612,5017,0.75,0.81,,541.189
0.0142,1.39,,1612,5017,0.75,0.81,,541.189
0.4506,5.18,,716,5447,4,1.66,,546.23
0.4506,5.18,,716,5447,4,1.66,,546.23
0.3912,2.99,,528,5037,2.21,1.08,,546.23
,,,,5117.19,2.13,,,546.23
0.4506,5.18,,716,5447,4,1.66,,546.23
,2.788,,,5087,2.06,,,546.23
,1.08,,,5280,0.82,0.86,,546.23
,,,,5117.19,2.13,,,546.23
,,,,5117.19,2.13,,,546.23
0.6421,2.23,,324,5461,0.92,0.92,-0.171,831.287
0.6375,1.98,,276,5536,0.82,0.9,,831.287
,,,,5400,0.83,0.94,-0.28,831.287
,2.07,,,5422,0.86,0.9,,831.287
0.6446,2.33,,292,5462,0.95,0.92,,831.287
0.6375,1.98,,276,5536,0.82,0.9,,831.287
,,,,5400,0.83,0.94,-0.28,831.287
,,,,5400,0.83,0.94,-0.28,831.287
0.6375,1.98,,276,5536,0.82,0.9,,831.287
,2.018,,,5461,0.82,,,831.287
,0.92,,,6116,1.21,1.14,,1286.1
0.1075,1.25,,913,5771,1.38,0.89,,1286.1
,1.918,,,5988,2.12,,,1286.1
0.1075,1.09,,913,5771,1.38,0.89,,1286.1
,,,,5894.79,2.17,1.07,0.709,1286.1
0.1075,1.09,,913,5771,1.38,0.89,,1286.1
0.1075,1.09,,913,5771,1.38,0.89,,1286.1
0.1126,1.8,,612,5364,0.75,0.7,,
0.1126,1.63,,612,5364,0.75,0.7,,
,1.73,,,4992,0.72,0.75,,
0.1126,1.8,,612,5364,0.75,0.7,,
,,,,,,,,
,,,,,,,,
0.1126,1.8,,612,5364,0.75,0.7,,
,,,,5826,1.71,1.05,0.484,1826.04
,2.653,,,5802,1.67,,,1826.04
,,,,5826,1.71,1.05,0.484,1826.04
0.4679,2.09,,429,5802,1.32,1.04,,1826.04
0.4932,2.05,,428,6257,1.19,1.23,,1826.04
,,,,5826,1.71,1.05,0.484,1826.04
,2.22,,,6132,1.27,1.18,,1826.04
0.4932,2.05,,428,6257,1.19,1.23,,1826.04
0.4932,2.05,,428,6257,1.19,1.23,,1826.04
,,,,4992,0.8,0.83,-0.447,434.632
